,close,high,high_limit,low,volume,day
2016-10-12-002081.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002081.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002082.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002082.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002082.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002082.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002083.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002083.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002083.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002083.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002084.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002084.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002084.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002084.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002085.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002085.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002085.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002085.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002086.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002086.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002086.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002086.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002087.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002087.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002087.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002087.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002088.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002088.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002088.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002088.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002089.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002089.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002089.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002089.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002090.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002090.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002090.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002090.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002091.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002091.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002091.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002091.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002092.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002092.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002092.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002092.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002093.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002093.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002093.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002093.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002094.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002094.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002094.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002094.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002095.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002095.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002095.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002095.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002096.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002096.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002096.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002096.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002097.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002097.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002097.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002097.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002098.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002098.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002098.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002098.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002099.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002099.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002099.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002099.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002100.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002100.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002100.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002100.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002101.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002101.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002101.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002101.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002102.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002102.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002102.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002102.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002103.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002103.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002103.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002103.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002104.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002104.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002104.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002104.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002105.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002105.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002105.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002105.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002106.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002106.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002106.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002106.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002107.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002107.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002107.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002107.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002108.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002108.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002108.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002108.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002109.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002109.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002109.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002109.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002110.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002110.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002110.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002110.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002111.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002111.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002111.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002111.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002112.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002112.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002112.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002112.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002113.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002113.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002113.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002113.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002114.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002114.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002114.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002114.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002115.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002115.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002115.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002115.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002116.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002116.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002116.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002116.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002117.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002117.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002117.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002117.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002118.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002118.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002118.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002118.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002119.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002119.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002119.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002119.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002120.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002120.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002120.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002120.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002121.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002121.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002121.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002121.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002122.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002122.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002122.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002122.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002123.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002123.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002123.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002123.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002124.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002124.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002124.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002124.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002125.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002125.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002125.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002125.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002126.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002126.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002126.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002126.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002127.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002127.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002127.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002127.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002128.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002128.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002128.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002128.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002129.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002129.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002129.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002129.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002130.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002130.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002130.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002130.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002131.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002131.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002131.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002131.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002132.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002132.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002132.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002132.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002133.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002133.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002133.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002133.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002134.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002134.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002134.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002134.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002135.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002135.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002135.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002135.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002136.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002136.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002136.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002136.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002137.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002137.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002137.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002137.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002138.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002138.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002138.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002138.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002139.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002139.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002139.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002139.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002140.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002140.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002140.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002140.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002141.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002141.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002141.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002141.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002142.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002142.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002142.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002142.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002143.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002143.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002143.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002143.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002144.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002144.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002144.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002144.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002145.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002145.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002145.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002145.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002146.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002146.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002146.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002146.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002147.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002147.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002147.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002147.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002148.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002148.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002148.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002148.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002149.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002149.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002149.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002149.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002150.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002150.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002150.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002150.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002151.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002151.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002151.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002151.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002152.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002152.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002152.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002152.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002153.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002153.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002153.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002153.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002154.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002154.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002154.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002154.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002155.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002155.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002155.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002155.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002156.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002156.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002156.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002156.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002157.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002157.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002157.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002157.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002158.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002158.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002158.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002158.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002159.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002159.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002159.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002159.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002160.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002160.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002160.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002160.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002161.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002161.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002161.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002161.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002162.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002162.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002162.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002162.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002163.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002163.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002163.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002163.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002164.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002164.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002164.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002164.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002165.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002165.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002165.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-002165.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-002166.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-002166.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-002166.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
