,close,high,high_limit,low,volume,day
2016-01-06-600532.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600532.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600532.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600533.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600533.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600533.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600533.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600535.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600535.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600535.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600535.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600536.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600536.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600536.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600536.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600537.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600537.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600537.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600537.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600538.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600538.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600538.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600538.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600539.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600539.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600539.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600539.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600540.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600540.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600540.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600540.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600543.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600543.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600543.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600543.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600545.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600545.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600545.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600545.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600546.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600546.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600546.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600546.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600547.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600547.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600547.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600547.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600548.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600548.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600548.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600548.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600549.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600549.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600549.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600549.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600550.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600550.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600550.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600550.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600551.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600551.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600551.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600551.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600552.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600552.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600552.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600552.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600553.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600553.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600553.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600553.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600555.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600555.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600555.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600555.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600556.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600556.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600556.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600556.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600557.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600557.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600557.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600557.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600558.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600558.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600558.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600558.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600559.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600559.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600559.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600559.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600560.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600560.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600560.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600560.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600561.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600561.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600561.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600561.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600562.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600562.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600562.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600562.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600563.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600563.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600563.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600563.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600565.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600565.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600565.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600565.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600566.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600566.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600566.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600566.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600567.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600567.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600567.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600567.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600568.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600568.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600568.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600568.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600569.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600569.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600569.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600569.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600570.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600570.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600570.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600570.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600571.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600571.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600571.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600571.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600572.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600572.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600572.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600572.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600573.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600573.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600573.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600573.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600575.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600575.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600575.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600575.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600576.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600576.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600576.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600576.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600577.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600577.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600577.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600577.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600578.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600578.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600578.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600578.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600579.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600579.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600579.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600579.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600580.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600580.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600580.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600580.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600581.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600581.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600581.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600581.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600582.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600582.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600582.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600582.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600583.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600583.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600583.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600583.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600584.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600584.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600584.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600584.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600585.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600585.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600585.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600585.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600586.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600586.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600586.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600586.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600587.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600587.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600587.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600587.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600588.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600588.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600588.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600588.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600589.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600589.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600589.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600589.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600590.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600590.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600590.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600590.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600591.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600591.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600591.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600591.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600592.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600592.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600592.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600592.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600593.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600593.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600593.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600593.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600594.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600594.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600594.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600594.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600595.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600595.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600595.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600595.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600596.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600596.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600596.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600596.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600597.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600597.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600597.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600597.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600598.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600598.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600598.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600598.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600599.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600599.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600599.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600599.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600600.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600600.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600600.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600600.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600601.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600601.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600601.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600601.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600602.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600602.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600602.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600602.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600603.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600603.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600603.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600603.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600604.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600604.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600604.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600604.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600605.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600605.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600605.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600605.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600606.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600606.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600606.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600606.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600607.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600607.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600607.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600607.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600608.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600608.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600608.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600608.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600609.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600609.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600609.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600609.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600610.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600610.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600610.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600610.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600611.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600611.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600611.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600611.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600612.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600612.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600612.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600612.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600613.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600613.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600613.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600613.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600614.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600614.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600614.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600614.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600615.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600615.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600615.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600615.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600616.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600616.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600616.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600616.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600617.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600617.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600617.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600617.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600618.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600618.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600618.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600618.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600619.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600619.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600619.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600619.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600620.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600620.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600620.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600620.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600621.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600621.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600621.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600621.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600622.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600622.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600622.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600622.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600623.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600623.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600623.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600623.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600624.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600624.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
