,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,top_count,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
000932.XSHE_2017-08-31,1.02748691099,2017-08-31 00:00:00,2017-08-30 00:00:00,000932.XSHE,6.93,7.24,7.26,6.88,6.88,39565393.0,40.0,7.28,7.28,7.28,6.98,7.12,69653661.0,41.0,7.64,7.64,7.64,7.34,7.41,65433422.0,42.0,8.02,8.02,8.02,7.85,7.85,36244394.0,43.0,2.0,1.0,7.35,31904700.0,10:06:00,11.0,2,4,0.0505050505051,25111438.1493,7.31,216949028.0,3.83,True,False
000932.XSHE_2017-09-01,1.04987531172,2017-09-01 00:00:00,2017-08-31 00:00:00,000932.XSHE,7.28,7.28,7.28,6.98,7.12,69653661.0,41.0,7.64,7.64,7.64,7.34,7.41,65433422.0,42.0,8.02,8.02,8.02,7.85,7.85,36244394.0,43.0,8.3,8.42,8.42,8.14,8.42,96925590.0,44.0,3.0,2.0,7.87,12165700.0,09:34:00,11.0,2,2,0.0505050505051,25327778.4242,7.31,216949028.0,3.83,True,False
000932.XSHE_2017-09-04,0.977434679335,2017-09-04 00:00:00,2017-09-01 00:00:00,000932.XSHE,7.64,7.64,7.64,7.34,7.41,65433422.0,42.0,8.02,8.02,8.02,7.85,7.85,36244394.0,43.0,8.3,8.42,8.42,8.14,8.42,96925590.0,44.0,8.72,8.72,8.72,8.18,8.23,76469536.0,45.0,4.0,3.0,8.42,408600.0,09:30:00,11.0,2,2,0.0505050505051,25319842.5538,7.31,216949028.0,3.83,True,False
000932.XSHE_2017-09-05,1.00114678899,2017-09-05 00:00:00,2017-09-04 00:00:00,000932.XSHE,8.02,8.02,8.02,7.85,7.85,36244394.0,43.0,8.3,8.42,8.42,8.14,8.42,96925590.0,44.0,8.72,8.72,8.72,8.18,8.23,76469536.0,45.0,9.16,9.16,9.16,8.64,8.73,34488699.0,46.0,1.0,4.0,8.18,63031200.0,13:18:00,14.0,3,2,0.0506024096386,25490673.5312,7.64,216949028.0,3.83,True,False
000932.XSHE_2017-09-06,1.03384279476,2017-09-06 00:00:00,2017-09-05 00:00:00,000932.XSHE,8.3,8.42,8.42,8.14,8.42,96925590.0,44.0,8.72,8.72,8.72,8.18,8.23,76469536.0,45.0,9.16,9.16,9.16,8.64,8.73,34488699.0,46.0,8.7,9.59,9.62,8.7,9.47,107012758.0,47.0,2.0,1.0,8.65,23765600.0,10:01:00,14.0,3,1,0.0506024096386,25742091.619,8.02,216949028.0,3.83,True,False
000932.XSHE_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,000932.XSHE,9.16,9.16,9.16,8.64,8.73,34488699.0,46.0,8.7,9.59,9.62,8.7,9.47,107012758.0,47.0,9.07,9.14,9.14,8.64,8.69,77449206.0,48.0,,,,,,,,1.0,3.0,8.65,65900600.0,14:27:00,16.0,4,2,0.0506024096386,26116129.0484,8.72,216949028.0,3.83,True,False
000933.XSHE_2017-07-19,0.993607305936,2017-07-19 00:00:00,2017-07-18 00:00:00,000933.XSHE,9.48,9.71,9.71,8.5,8.9,119351476.0,26.0,9.95,10.16,10.43,9.38,9.51,115178466.0,27.0,10.95,10.95,10.95,9.91,9.92,187285561.0,28.0,10.84,11.01,12.05,10.56,10.88,148907020.0,29.0,1.0,1.0,9.93,151634900.0,14:39:00,0.0,0,4,0.100502512563,22035687.6506,9.26,105891206.0,5.88,False,False
000933.XSHE_2017-08-02,0.925691699605,2017-08-02 00:00:00,2017-08-01 00:00:00,000933.XSHE,11.52,11.52,11.52,10.3,10.3,179578447.0,36.0,11.5,11.92,12.67,11.25,11.81,152848105.0,37.0,11.76,12.65,12.65,11.06,11.22,196327013.0,38.0,11.56,12.45,12.94,11.38,11.71,146430956.0,39.0,1.0,2.0,11.06,137075900.0,13:19:00,2.0,0,0,0.100286532951,31139425.1235,11.19,187285561.0,5.88,False,False
000953.XSHE_2017-08-17,0.96921322691,2017-08-17 00:00:00,2017-08-16 00:00:00,000953.XSHE,7.95,8.01,8.36,7.93,8.0,2943249.0,18.0,8.35,8.35,8.35,7.93,7.97,4758718.0,19.0,8.52,8.77,8.77,8.4,8.5,10738290.0,20.0,8.95,8.95,8.95,8.36,8.5,11482866.0,21.0,2.0,1.0,8.41,5870300.0,10:43:00,0.0,0,0,0.0503144654088,11613150.6829,19.84,53201861.0,7.53,True,False
000953.XSHE_2017-08-18,1.00558659218,2017-08-18 00:00:00,2017-08-17 00:00:00,000953.XSHE,8.35,8.35,8.35,7.93,7.97,4758718.0,19.0,8.52,8.77,8.77,8.4,8.5,10738290.0,20.0,8.95,8.95,8.95,8.36,8.5,11482866.0,21.0,8.91,9.08,9.4,8.81,9.0,7058993.0,22.0,1.0,2.0,8.36,7183800.0,13:24:00,1.0,0,3,0.0504694835681,11593646.2593,19.84,53201861.0,7.53,True,False
000953.XSHE_2017-08-24,,2017-08-24 00:00:00,2017-08-23 00:00:00,000953.XSHE,8.95,9.15,9.36,8.86,8.91,5210310.0,23.0,9.39,9.4,9.4,8.87,8.87,9138841.0,24.0,9.86,9.86,9.86,9.31,9.34,12110135.0,25.0,,,,,,,,1.0,1.0,9.31,4832300.0,10:01:00,2.0,0,3,0.0504694835681,11081856.6709,19.84,53201861.0,7.53,True,False
000982.XSHE_2017-07-18,0.978048780488,2017-07-18 00:00:00,2017-07-17 00:00:00,000982.XSHE,4.08,4.08,4.08,3.83,3.86,74073571.0,21.0,3.9,4.15,4.28,3.88,4.08,84069752.0,22.0,4.04,4.1,4.1,3.88,3.89,42379774.0,23.0,4.12,4.2,4.24,4.01,4.01,50163594.0,24.0,1.0,2.0,,,,1.0,0,0,0.0488431876607,26440574.8375,9.15,226649892.0,3.73,True,False
000982.XSHE_2017-08-18,0.984815618221,2017-08-18 00:00:00,2017-08-17 00:00:00,000982.XSHE,4.18,4.2,4.37,4.12,4.15,15444642.0,44.0,4.39,4.39,4.39,4.17,4.18,42265396.0,45.0,4.54,4.61,4.61,4.37,4.41,53280274.0,46.0,4.62,4.74,4.77,4.42,4.54,46234005.0,47.0,2.0,1.0,4.37,29244600.0,10:28:00,1.0,0,1,0.0502392344498,29049888.641,9.15,226649892.0,3.73,True,False
000982.XSHE_2017-08-22,1.0206185567,2017-08-22 00:00:00,2017-08-21 00:00:00,000982.XSHE,4.54,4.61,4.61,4.37,4.41,53280274.0,46.0,4.62,4.74,4.77,4.42,4.54,46234005.0,47.0,4.85,4.85,4.85,4.55,4.59,30290186.0,48.0,5.09,5.09,5.09,4.93,4.95,61109231.0,49.0,1.0,1.0,4.55,19573900.0,11:11:00,2.0,0,1,0.0502392344498,29304604.6104,9.15,226649892.0,3.73,True,False
000982.XSHE_2017-08-23,0.98231827112,2017-08-23 00:00:00,2017-08-22 00:00:00,000982.XSHE,4.62,4.74,4.77,4.42,4.54,46234005.0,47.0,4.85,4.85,4.85,4.55,4.59,30290186.0,48.0,5.09,5.09,5.09,4.93,4.95,61109231.0,49.0,4.84,5.18,5.34,4.84,5.0,60000778.0,50.0,2.0,1.0,4.96,8634600.0,09:37:00,2.0,0,12,0.0502392344498,29564809.9605,9.15,226649892.0,3.73,True,False
000990.XSHE_2017-08-18,0.939748201439,2017-08-18 00:00:00,2017-08-17 00:00:00,000990.XSHE,18.38,18.47,19.54,17.67,17.67,4766597.0,48.0,20.22,20.22,20.22,20.11,20.22,15321361.0,49.0,21.6,22.24,22.24,20.36,20.7,27762783.0,50.0,21.17,21.5,23.76,20.71,20.9,14766642.0,51.0,2.0,1.0,20.63,9967000.0,09:36:00,0.0,0,0,0.100108813928,2766989.57647,17.98,7965425.0,14.3,False,False
000995.XSHE_2017-06-13,1.09813084112,2017-06-13 00:00:00,2017-06-12 00:00:00,000995.XSHE,11.65,11.74,12.22,11.52,11.74,1395005.0,0.0,12.23,12.23,12.23,11.38,11.6,2497638.0,1.0,12.84,12.84,12.84,12.0,12.23,2351111.0,2.0,14.12,14.12,14.12,13.51,14.1,3602210.0,3.0,2.0,1.0,12.0,896700.0,10:03:00,0.0,0,4,0.0498773507768,1253645.46341,16.5,3131909.0,10.19,True,False
000995.XSHE_2017-06-15,1.00991501416,2017-06-15 00:00:00,2017-06-13 00:00:00,000995.XSHE,12.23,12.23,12.23,11.38,11.6,2497638.0,1.0,12.84,12.84,12.84,12.0,12.23,2351111.0,2.0,14.12,14.12,14.12,13.51,14.1,3602210.0,3.0,13.79,15.2,15.53,13.6,14.26,11248632.0,4.0,3.0,2.0,14.1,1134600.0,09:30:00,0.0,0,1,0.0996884735202,1258697.87654,16.5,3131909.0,10.19,False,False
002056.XSHE_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,002056.XSHE,9.45,9.54,10.04,9.01,9.02,81773379.0,63.0,10.4,10.4,10.4,9.58,9.65,180827610.0,64.0,11.44,11.44,11.44,10.17,10.4,221694428.0,65.0,,,,,,,,2.0,1.0,10.19,211567000.0,14:28:00,1.0,0,1,0.100529100529,45625803.494,9.87,125284908.0,6.36,False,False
002061.XSHE_2017-06-27,1.04974093264,2017-06-27 00:00:00,2017-06-26 00:00:00,002061.XSHE,7.97,8.09,8.84,7.82,8.0,6193602.0,10.0,8.77,8.77,8.77,8.77,8.77,5905331.0,11.0,9.65,9.65,9.65,9.21,9.3,32021750.0,12.0,9.9,10.23,10.62,9.65,10.13,94807477.0,13.0,2.0,1.0,9.22,20494900.0,09:32:00,0.0,0,1,0.100376411543,11050931.3291,9.6,46045622.0,6.9,False,False
002128.XSHE_2017-08-17,1.01883830455,2017-08-17 00:00:00,2017-08-16 00:00:00,002128.XSHE,10.53,10.53,10.53,10.53,10.53,7433267.0,1.0,11.58,11.58,11.58,11.58,11.58,31754685.0,2.0,12.74,12.74,12.74,12.62,12.74,81711935.0,3.0,12.75,13.29,14.01,12.65,12.98,174132731.0,4.0,4.0,3.0,12.74,18687800.0,09:30:00,,0,2,0.100313479624,13130158.7952,9.63,55913782.0,7.95,False,False
002134.XSHE_2017-08-07,0.983983983984,2017-08-07 00:00:00,2017-08-04 00:00:00,002134.XSHE,9.23,9.26,9.63,9.1,9.12,1892853.0,38.0,9.51,9.69,9.69,9.27,9.27,5116822.0,39.0,9.95,9.99,9.99,9.5,9.5,5743601.0,40.0,10.13,10.39,10.45,9.83,9.83,4649901.0,41.0,1.0,1.0,9.53,4506300.0,14:15:00,0.0,0,0,0.0462670872766,5119740.61905,17.69,20831785.0,8.22,True,False
002161.XSHE_2017-07-05,1.07692307692,2017-07-05 00:00:00,2017-07-04 00:00:00,002161.XSHE,8.16,8.2,8.9,8.06,8.1,4852395.0,16.0,8.98,8.98,8.98,8.13,8.17,47747692.0,17.0,9.88,9.88,9.88,9.57,9.66,29999610.0,18.0,10.87,10.87,10.87,10.52,10.64,114242161.0,19.0,2.0,1.0,9.63,16744600.0,09:30:00,0.0,0,1,0.100490196078,7694967.62651,11.45,32995397.0,7.36,False,False
002161.XSHE_2017-07-06,1.00643974241,2017-07-06 00:00:00,2017-07-05 00:00:00,002161.XSHE,8.98,8.98,8.98,8.13,8.17,47747692.0,17.0,9.88,9.88,9.88,9.57,9.66,29999610.0,18.0,10.87,10.87,10.87,10.52,10.64,114242161.0,19.0,11.05,11.24,11.96,10.74,10.94,133731274.0,20.0,3.0,2.0,10.55,24303600.0,09:31:00,0.0,0,5,0.100490196078,7698106.54878,11.45,32995397.0,7.36,False,False
002161.XSHE_2017-07-10,0.894736842105,2017-07-10 00:00:00,2017-07-07 00:00:00,002161.XSHE,10.87,10.87,10.87,10.52,10.64,114242161.0,19.0,11.05,11.24,11.96,10.74,10.94,133731274.0,20.0,12.09,12.16,12.16,11.35,11.38,154132700.0,21.0,10.88,10.88,13.3,10.88,10.88,11983000.0,22.0,1.0,4.0,11.44,77510900.0,09:52:00,3.0,1,4,0.100490196078,7698110.03704,11.45,47747692.0,7.36,False,False
002161.XSHE_2017-07-31,1.00152671756,2017-07-31 00:00:00,2017-07-28 00:00:00,002161.XSHE,11.15,11.49,11.8,10.14,10.56,101273688.0,34.0,11.91,12.27,12.27,10.83,10.99,136276769.0,35.0,13.09,13.1,13.1,11.7,11.81,142342357.0,36.0,12.74,13.2,14.4,12.41,13.12,105599037.0,37.0,1.0,1.0,11.7,100828800.0,11:17:00,4.0,1,1,0.0990764063812,20647844.6154,12.16,165359070.0,7.36,False,False
002177.XSHE_2017-08-15,0.979969183359,2017-08-15 00:00:00,2017-08-14 00:00:00,002177.XSHE,5.36,5.46,6.02,5.35,5.45,6664030.0,45.0,5.9,5.9,5.9,5.37,5.41,21936945.0,46.0,6.49,6.49,6.49,6.2,6.26,106938708.0,47.0,6.28,6.39,7.14,6.18,6.36,74582959.0,48.0,2.0,1.0,6.22,86297100.0,13:59:00,0.0,0,1,0.100746268657,6329907.52941,7.19,19930736.0,5.2,False,False
002182.XSHE_2017-07-27,0.963884430177,2017-07-27 00:00:00,2017-07-26 00:00:00,002182.XSHE,11.43,11.43,11.43,10.76,10.77,41892945.0,32.0,11.33,12.17,12.57,11.21,11.78,128383493.0,33.0,12.46,12.46,12.46,11.1,11.2,133531019.0,34.0,13.25,13.63,13.71,11.88,12.01,144668655.0,35.0,1.0,2.0,11.1,109949200.0,14:16:00,2.0,0,1,0.100096246391,17187704.0119,10.58,63785446.0,7.07,False,False
002182.XSHE_2017-07-31,0.964334705075,2017-07-31 00:00:00,2017-07-28 00:00:00,002182.XSHE,12.46,12.46,12.46,11.1,11.2,133531019.0,34.0,13.25,13.63,13.71,11.88,12.01,144668655.0,35.0,14.37,14.58,14.58,12.98,13.17,140514162.0,36.0,13.72,14.19,15.81,13.5,14.06,115449374.0,37.0,1.0,2.0,13.01,77914900.0,10:26:00,3.0,0,0,0.100096246391,17342056.3735,12.17,128383493.0,7.07,False,False
002195.XSHE_2017-07-31,0.958230958231,2017-07-31 00:00:00,2017-07-28 00:00:00,002195.XSHE,7.1,7.1,7.1,6.38,6.44,166056019.0,34.0,7.4,7.56,7.81,7.1,7.19,228664613.0,35.0,7.85,8.14,8.14,7.29,7.32,228397126.0,36.0,7.76,8.09,8.64,7.68,7.8,171708543.0,37.0,1.0,2.0,7.3,86625100.0,09:57:00,1.0,0,0,0.100775193798,48216335.6941,7.4,133864633.0,5.54,False,False
002207.XSHE_2017-07-24,0.993399339934,2017-07-24 00:00:00,2017-07-21 00:00:00,002207.XSHE,8.34,8.46,8.77,8.21,8.25,4684210.0,29.0,8.66,8.76,8.76,8.2,8.26,10671446.0,30.0,9.09,9.09,9.09,8.61,8.61,20653469.0,31.0,9.03,9.48,9.54,8.92,9.03,19841014.0,32.0,1.0,1.0,8.64,9705800.0,10:39:00,1.0,0,9,0.0496535796767,8646240.83951,18.77,37522163.0,7.99,True,False
002207.XSHE_2017-07-26,1.00949367089,2017-07-26 00:00:00,2017-07-25 00:00:00,002207.XSHE,9.09,9.09,9.09,8.61,8.61,20653469.0,31.0,9.03,9.48,9.54,8.92,9.03,19841014.0,32.0,9.48,9.48,9.48,8.85,9.06,15603391.0,33.0,9.62,9.86,9.95,9.34,9.57,19556409.0,34.0,1.0,2.0,8.85,14822300.0,14:47:00,2.0,0,1,0.0498338870432,8711260.0125,18.77,37522163.0,7.99,True,False
002225.XSHE_2017-07-24,1.01694915254,2017-07-24 00:00:00,2017-07-21 00:00:00,002225.XSHE,5.36,5.42,5.94,5.34,5.39,2307326.0,29.0,5.9,5.9,5.9,5.34,5.34,23891159.0,30.0,6.49,6.49,6.49,6.4,6.49,34476922.0,31.0,6.82,6.96,7.14,6.49,6.6,83027896.0,32.0,2.0,1.0,6.49,2098800.0,09:30:00,0.0,0,2,0.100746268657,4176782.84706,6.43,12885441.0,5.0,False,False
002246.XSHE_2017-08-21,0.952135872362,2017-08-21 00:00:00,2017-08-18 00:00:00,002246.XSHE,16.05,16.19,17.01,15.44,15.44,29592297.0,43.0,17.66,17.66,17.66,15.8,15.9,52075016.0,44.0,19.0,19.43,19.43,18.02,18.39,78162792.0,45.0,17.85,18.61,20.9,17.81,18.5,47659302.0,46.0,2.0,1.0,18.04,66351000.0,14:41:00,0.0,0,1,0.10031152648,29680944.5976,23.73,104618903.0,12.0,False,False
002285.XSHE_2017-07-27,0.952212389381,2017-07-27 00:00:00,2017-07-26 00:00:00,002285.XSHE,9.34,9.47,10.25,9.07,9.31,53993604.0,32.0,10.27,10.27,10.27,9.31,9.59,89790593.0,33.0,10.8,11.3,11.3,10.52,10.65,181172100.0,34.0,11.01,11.3,11.88,10.64,10.76,142556311.0,35.0,2.0,1.0,10.65,59721400.0,09:58:00,0.0,0,3,0.0995717344754,11507614.3571,9.71,106560381.0,7.07,False,False
002302.XSHE_2017-06-15,1.04941551541,2017-06-15 00:00:00,2017-06-14 00:00:00,002302.XSHE,15.55,15.72,16.9,15.22,15.31,14961100.0,2.0,17.11,17.11,17.11,15.35,15.67,67264433.0,3.0,18.82,18.82,18.82,17.05,17.15,84527343.0,4.0,19.99,20.7,20.7,18.84,19.75,93312124.0,5.0,2.0,1.0,17.08,81693700.0,14:42:00,0.0,0,1,0.100321543408,48684990.7333,26.14,130816486.0,10.04,False,False
002302.XSHE_2017-06-16,0.953623188406,2017-06-16 00:00:00,2017-06-15 00:00:00,002302.XSHE,17.11,17.11,17.11,15.35,15.67,67264433.0,3.0,18.82,18.82,18.82,17.05,17.15,84527343.0,4.0,19.99,20.7,20.7,18.84,19.75,93312124.0,5.0,21.99,21.99,21.99,19.46,19.74,97598989.0,6.0,3.0,2.0,18.84,80952100.0,14:40:00,0.0,0,0,0.100321543408,48882446.8108,26.14,130816486.0,10.04,False,False
002302.XSHE_2017-06-19,1.00954979536,2017-06-19 00:00:00,2017-06-16 00:00:00,002302.XSHE,18.82,18.82,18.82,17.05,17.15,84527343.0,4.0,19.99,20.7,20.7,18.84,19.75,93312124.0,5.0,21.99,21.99,21.99,19.46,19.74,97598989.0,6.0,21.94,23.79,24.19,21.33,22.2,103814789.0,7.0,1.0,3.0,19.47,90399500.0,14:47:00,2.0,1,2,0.100321543408,49018611.0,26.14,130816486.0,10.28,False,False
002346.XSHE_2017-06-14,0.960498220641,2017-06-14 00:00:00,2017-06-13 00:00:00,002346.XSHE,23.23,24.7,27.19,22.93,24.22,9987069.0,1.0,25.55,25.55,25.55,23.47,23.58,12696270.0,2.0,28.1,28.1,28.1,25.9,26.3,28009920.0,3.0,27.61,28.87,30.92,26.43,26.99,24693796.0,4.0,2.0,1.0,25.91,18140469.0,11:17:00,0.0,0,3,0.0998708566509,15050228.4177,48.44,40051152.0,20.04,False,False
002361.XSHE_2017-06-23,0.917166866747,2017-06-23 00:00:00,2017-06-22 00:00:00,002361.XSHE,7.73,7.73,7.73,7.45,7.45,27389804.0,8.0,7.58,8.02,8.51,7.52,7.72,74004742.0,9.0,7.91,8.33,8.33,7.47,7.47,60823974.0,10.0,7.83,7.86,8.71,7.48,7.64,43326482.0,11.0,1.0,2.0,7.49,19271061.0,09:38:00,1.0,0,0,0.099573257468,26974633.3133,10.41,122073683.0,6.11,False,False
002362.XSHE_2017-08-30,1.06405817175,2017-08-30 00:00:00,2017-08-29 00:00:00,002362.XSHE,26.33,27.13,27.13,24.69,25.15,34042569.0,56.0,26.25,26.53,28.96,25.41,25.65,20735592.0,57.0,28.88,28.88,28.88,26.19,26.19,25266601.0,58.0,29.75,31.66,31.77,29.4,30.73,49401509.0,59.0,1.0,1.0,26.2,15096300.0,10:20:00,0.0,0,2,0.10019047619,4784878.95238,25.62,26391411.0,18.66,False,False
002362.XSHE_2017-09-01,1.05407882676,2017-09-01 00:00:00,2017-08-31 00:00:00,002362.XSHE,28.88,28.88,28.88,26.19,26.19,25266601.0,58.0,29.75,31.66,31.77,29.4,30.73,49401509.0,59.0,32.73,32.73,32.73,28.99,29.3,40231434.0,60.0,36.0,36.0,36.0,33.7,34.5,28475505.0,61.0,1.0,2.0,29.0,36975800.0,13:40:00,1.0,0,1,0.10019047619,5067739.0,27.13,34042569.0,18.66,False,False
002362.XSHE_2017-09-04,1.02777777778,2017-09-04 00:00:00,2017-09-01 00:00:00,002362.XSHE,29.75,31.66,31.77,29.4,30.73,49401509.0,59.0,32.73,32.73,32.73,28.99,29.3,40231434.0,60.0,36.0,36.0,36.0,33.7,34.5,28475505.0,61.0,36.15,37.88,39.6,34.62,37.0,58271926.0,62.0,2.0,1.0,33.76,22711700.0,10:02:00,1.0,0,1,0.10019047619,5092943.82927,28.88,34042569.0,18.66,False,False
002377.XSHE_2017-07-24,0.910833333333,2017-07-24 00:00:00,2017-07-21 00:00:00,002377.XSHE,9.92,10.15,10.9,9.78,10.0,9060585.0,29.0,10.91,10.91,10.91,10.11,10.29,21308722.0,30.0,11.25,12.0,12.0,11.08,11.46,71180720.0,31.0,10.71,10.99,12.38,10.26,10.93,50297731.0,32.0,2.0,1.0,11.46,9478200.0,09:31:00,0.0,0,1,0.0997983870968,7406804.56471,10.99,37210032.0,8.6,False,False
002377.XSHE_2017-07-26,1.03056027165,2017-07-26 00:00:00,2017-07-25 00:00:00,002377.XSHE,11.25,12.0,12.0,11.08,11.46,71180720.0,31.0,10.71,10.99,12.38,10.26,10.93,50297731.0,32.0,11.78,11.78,11.78,10.57,10.66,59382416.0,33.0,11.7,12.68,12.96,11.6,12.14,85277864.0,34.0,1.0,1.0,10.62,51166000.0,13:28:00,1.0,0,1,0.0999066293184,6960447.4881,10.95,29944142.0,8.6,False,False
002386.XSHE_2017-07-28,1.02226720648,2017-07-28 00:00:00,2017-07-27 00:00:00,002386.XSHE,8.55,8.71,9.24,8.18,8.34,33887180.0,33.0,8.98,9.41,9.41,8.56,8.56,91915468.0,34.0,9.88,9.88,9.88,8.63,8.71,103990341.0,35.0,10.48,10.64,10.87,9.68,10.1,113579120.0,36.0,1.0,1.0,8.63,58370800.0,13:11:00,0.0,0,2,0.100222717149,7927269.56471,8.98,31067230.0,6.26,False,False
002386.XSHE_2017-08-18,0.975409836066,2017-08-18 00:00:00,2017-08-17 00:00:00,002386.XSHE,10.08,10.49,10.54,9.53,9.59,67964101.0,48.0,11.09,11.09,11.09,10.12,10.12,85004940.0,49.0,11.9,12.2,12.2,11.26,11.39,112308073.0,50.0,12.42,12.88,13.09,11.74,11.9,82674126.0,51.0,2.0,1.0,11.3,91433900.0,14:29:00,2.0,0,1,0.100198412698,14819721.1341,10.76,113579120.0,6.26,False,False
002405.XSHE_2017-08-21,1.0,2017-08-21 00:00:00,2017-08-18 00:00:00,002405.XSHE,23.09,23.09,23.09,20.88,21.0,77098104.0,49.0,24.15,24.92,25.4,23.45,23.7,146853852.0,50.0,26.57,26.57,26.57,24.21,24.42,137986577.0,51.0,26.39,26.9,29.23,25.43,26.57,142463473.0,52.0,1.0,2.0,24.23,122961700.0,14:15:00,2.0,0,2,0.100207039337,13765437.4048,21.65,68468910.0,16.08,False,False
002417.XSHE_2017-08-28,0.936046511628,2017-08-28 00:00:00,2017-08-25 00:00:00,002417.XSHE,11.37,11.59,12.64,11.34,11.5,2506800.0,17.0,12.51,12.51,12.51,11.44,11.44,6795713.0,18.0,13.18,13.76,13.76,12.6,12.64,21847799.0,19.0,12.73,12.89,14.5,12.63,12.88,11987626.0,20.0,2.0,1.0,12.64,10729200.0,09:40:00,0.0,0,0,0.100263852243,3572632.37349,19.83,20126564.0,11.22,False,False
002423.XSHE_2017-06-20,0.941477688369,2017-06-20 00:00:00,2017-06-19 00:00:00,002423.XSHE,11.3,11.48,12.49,10.98,11.16,5394010.0,5.0,12.43,12.43,12.43,11.16,11.27,7796140.0,6.0,12.96,13.67,13.67,12.11,12.43,16368292.0,7.0,12.46,12.99,14.26,12.3,12.87,9831892.0,8.0,2.0,1.0,12.11,6703700.0,09:53:00,1.0,0,0,0.1,3237204.175,14.58,11994626.0,9.31,False,False
002457.XSHE_2017-08-02,1.02881236824,2017-08-02 00:00:00,2017-08-01 00:00:00,002457.XSHE,11.76,11.96,13.05,11.66,11.78,17251524.0,36.0,12.94,12.94,12.94,11.77,11.84,52701777.0,37.0,14.23,14.23,14.23,13.05,13.12,74043788.0,38.0,15.65,15.65,15.65,14.53,14.64,85370075.0,39.0,2.0,1.0,13.12,68959700.0,13:34:00,1.0,0,1,0.100340136054,47032535.5405,24.24,135981686.0,10.69,False,False
002457.XSHE_2017-08-03,1.01277955272,2017-08-03 00:00:00,2017-08-02 00:00:00,002457.XSHE,12.94,12.94,12.94,11.77,11.84,52701777.0,37.0,14.23,14.23,14.23,13.05,13.12,74043788.0,38.0,15.65,15.65,15.65,14.53,14.64,85370075.0,39.0,15.37,15.85,17.22,14.98,15.85,73996349.0,40.0,3.0,2.0,14.58,37179100.0,09:50:00,1.0,0,2,0.100340136054,47599049.1507,24.24,135981686.0,10.69,False,False
002490.XSHE_2017-07-21,1.00801603206,2017-07-21 00:00:00,2017-07-20 00:00:00,002490.XSHE,4.7,4.7,4.7,4.42,4.46,9779263.0,28.0,4.75,4.83,4.94,4.66,4.68,10652968.0,29.0,4.99,4.99,4.99,4.7,4.7,7171668.0,30.0,5.08,5.2,5.24,4.91,5.03,21248288.0,31.0,1.0,2.0,4.7,4318200.0,09:43:00,2.0,0,1,0.0507399577167,11148220.7317,8.72,38319212.0,4.1,True,False
002492.XSHE_2017-06-15,0.91936978684,2017-06-15 00:00:00,2017-06-14 00:00:00,002492.XSHE,9.36,9.37,9.83,8.95,9.05,28437230.0,2.0,9.81,10.3,10.3,9.64,10.3,60498565.0,3.0,10.25,10.79,10.79,9.52,9.81,58067273.0,4.0,9.97,10.36,11.28,9.89,9.92,43328302.0,5.0,1.0,1.0,9.52,24730800.0,10:00:00,0.0,0,0,0.0480769230769,12306908.8608,11.27,51520839.0,6.38,False,False
002492.XSHE_2017-06-19,1.00455788514,2017-06-19 00:00:00,2017-06-16 00:00:00,002492.XSHE,10.25,10.79,10.79,9.52,9.81,58067273.0,4.0,9.97,10.36,11.28,9.89,9.92,43328302.0,5.0,10.97,10.97,10.97,9.92,9.97,67229334.0,6.0,11.4,11.75,12.07,10.95,11.02,80417419.0,7.0,1.0,1.0,9.97,34387100.0,10:03:00,0.0,0,6,0.100300902708,12314512.3462,11.27,60498565.0,6.38,False,False
002497.XSHE_2017-07-07,0.991345397325,2017-07-07 00:00:00,2017-07-06 00:00:00,002497.XSHE,10.86,10.86,10.86,9.8,9.89,101917147.0,18.0,11.55,11.9,11.95,11.07,11.18,159216233.0,19.0,12.71,12.71,12.71,11.4,11.49,160109765.0,20.0,12.39,12.78,13.98,12.15,12.6,136530840.0,21.0,1.0,2.0,11.4,137934300.0,14:21:00,2.0,0,1,0.100432900433,47064537.3291,11.19,148823428.0,6.66,False,False
002510.XSHE_2017-06-20,1.08957219251,2017-06-20 00:00:00,2017-06-19 00:00:00,002510.XSHE,6.33,6.49,6.86,6.24,6.24,30454106.0,5.0,6.8,6.96,6.96,6.28,6.28,73393802.0,6.0,7.48,7.48,7.48,7.22,7.38,53998595.0,7.0,7.7,8.17,8.23,7.5,8.15,232088875.0,8.0,1.0,1.0,7.4,26845300.0,09:30:00,0.0,0,1,0.1,17324620.1566,7.45,76690455.0,5.72,False,False
002510.XSHE_2017-06-22,0.938606847698,2017-06-22 00:00:00,2017-06-21 00:00:00,002510.XSHE,7.48,7.48,7.48,7.22,7.38,53998595.0,7.0,7.7,8.17,8.23,7.5,8.15,232088875.0,8.0,8.3,8.47,8.47,7.4,7.55,308624060.0,9.0,7.75,8.1,9.13,7.47,7.95,212156295.0,10.0,1.0,2.0,7.44,217857700.0,13:25:00,1.0,0,2,0.1,17385354.8902,7.45,76690455.0,5.72,False,False
