,win_ratio,mean,count
~foot0-foot2-isnew-~opentop0-top0,0.638888888889,1.03486434142,36
foot0-isnew-small_volume-yz0,0.711538461538,1.03001558326,52
~foot1-foot2-isnew-~opentop0-top0,0.657894736842,1.04199264291,38
~foot1-foot2-small_volume-yz0,0.671641791045,1.02639247535,67
~foot2-isnew-small_volume-~opentop0-top0,0.645161290323,1.02490830494,31
~opentop2-~speedup1-speedup2-~yz1-top1-opentop1,0.628571428571,1.02392013693,35
opentop2-~speedup1-foot0-~opentop1-top1,0.617021276596,1.02992604374,47
~opentop2-~speedup1-small_volume-~yz1-top1-opentop1,0.682926829268,1.02205912606,82
opentop2-~jump1-foot1-~opentop1-top1,0.652777777778,1.02382073883,72
~opentop2-jump2-isnew-yz1,0.622222222222,1.02263243729,45
~opentop2-~foot0-small_volume-~yz1-top1-opentop1,0.633802816901,1.02406792938,71
~opentop2-~foot1-small_volume-~yz1-top1-opentop1,0.621212121212,1.02032744579,132
~opentop2-~foot2-small_volume-~yz1-top1-opentop1,0.630434782609,1.02324024584,92
~speedup1-jump1-speedup2-~yz1-top1-opentop1,0.648648648649,1.03685527724,37
~speedup1-jump1-isnew-~opentop1-top1,0.613636363636,1.02659000044,44
speedup1-~jump1-isnew-~opentop1-top1,0.621621621622,1.02211136691,37
~speedup1-speedup2-jump2-~yz1-top1-opentop1,0.622222222222,1.02908729824,45
~speedup1-speedup2-~foot1-~yz1-top1-opentop1,0.630434782609,1.03149283376,46
~speedup1-speedup2-~foot2-~yz1-top1-opentop1,0.666666666667,1.04070498093,33
~speedup1-speedup2-~isnew-~yz1-top1-opentop1,0.636363636364,1.02595865842,44
~speedup1-speedup2-small_volume-~yz1-top1-opentop1,0.692307692308,1.04303185574,39
~speedup1-jump2-small_volume-~yz1-top1-opentop1,0.684931506849,1.02012410839,73
~speedup1-~foot0-small_volume-~yz1-top1-opentop1,0.7,1.03591251476,30
speedup1-foot2-isnew-~opentop1-top1,0.648648648649,1.03438190592,37
~speedup1-isnew-small_volume-~opentop1-top1,0.615384615385,1.02221090171,65
~speedup1-~isnew-small_volume-~yz1-top1-opentop1,0.674698795181,1.02428223598,83
jump1-foot0-isnew-~opentop1-top1,0.617647058824,1.03050411713,34
jump1-foot1-foot2-~top1,0.641025641026,1.03113669504,39
speedup2-foot0-isnew-~opentop1-top1,0.725,1.03243490934,40
speedup2-~foot2-small_volume-~yz1-top1-opentop1,0.605263157895,1.03745287857,38
jump2-foot0-isnew-~opentop1-top1,0.647058823529,1.02478036749,51
foot0-~foot1-isnew-~opentop1-top1,0.729166666667,1.02566005121,48
foot0-~foot2-isnew-~opentop1-top1,0.714285714286,1.0246759666,42
~foot0-foot2-small_volume-~yz1-top1-opentop1,0.606060606061,1.0243818132,33
foot0-isnew-small_volume-~opentop1-top1,0.722222222222,1.03562338158,36
~foot1-foot2-isnew-~opentop1-top1,0.605633802817,1.02852443489,71
~foot1-~foot2-small_volume-~yz1-top1-opentop1,0.609090909091,1.02000222047,110
foot1-isnew-small_volume-~opentop1-top1,0.621621621622,1.02157454197,37
foot2-isnew-small_volume-~opentop1-top1,0.611111111111,1.03615005192,54
opentop2-~speedup1-speedup2-foot0,0.615384615385,1.02969126086,52
opentop2-speedup1-speedup2-foot1,0.613636363636,1.02144541105,44
~opentop2-speedup1-foot2-isnew,0.675675675676,1.03334833922,37
~opentop2-~speedup1-isnew-small_volume,0.678571428571,1.02672321819,84
opentop2-~jump1-speedup2-foot1,0.661971830986,1.02315140332,71
~opentop2-jump1-speedup2-isnew,0.675675675676,1.03851264278,37
opentop2-~jump1-~foot0-foot1,0.629032258065,1.02173606762,62
opentop2-~jump1-foot1-~isnew,0.618421052632,1.02111063664,76
opentop2-~jump1-foot1-small_volume,0.63768115942,1.02251944262,69
~opentop2-jump1-isnew-small_volume,0.646153846154,1.03252989885,65
opentop2-speedup2-foot0-small_volume,0.606060606061,1.02398173675,66
~opentop2-speedup2-isnew-small_volume,0.639534883721,1.02971619492,86
~opentop2-~speedup2-isnew-small_volume,0.651162790698,1.0271609195,43
~opentop2-jump2-foot0-isnew,0.635416666667,1.02302014791,96
~opentop2-jump2-isnew-small_volume,0.623762376238,1.02259441009,101
~opentop2-foot0-~foot2-isnew,0.623655913978,1.02108611665,93
~opentop2-foot0-isnew-small_volume,0.722222222222,1.03256611027,54
~opentop2-~foot1-foot2-isnew,0.635294117647,1.03031540296,85
~opentop2-foot1-isnew-small_volume,0.627906976744,1.02084272039,43
~opentop2-~foot1-isnew-small_volume,0.636363636364,1.02700857891,88
~opentop2-foot2-isnew-small_volume,0.646153846154,1.03482439151,65
speedup1-jump1-foot1-isnew,0.694444444444,1.04006683358,36
~speedup1-jump1-~foot1-isnew,0.62962962963,1.0288974731,54
~speedup1-jump1-isnew-small_volume,0.661538461538,1.02558842073,65
